EPOCH                                 BX_(GSM)               BY_(GSM)               BZ_(GSM)
                              (@_x_component_)       (@_y_component_)       (@_z_component_)
dd-mm-yyyy hh:mm:ss.ms                      nT                     nT                     nT
25-08-2018 18:51:48.000               -10.4710               -5.92500               -6.70300
25-08-2018 18:52:04.000               -10.3190               -6.02300               -6.78000
25-08-2018 18:52:20.000               -10.4130               -6.15700               -6.75400
25-08-2018 18:52:36.000               -11.0050               -5.57000               -6.06000
25-08-2018 18:52:52.000               -11.0390               -5.91300               -5.71000
25-08-2018 18:53:08.000               -10.3560               -6.31300               -6.62300
25-08-2018 18:53:24.000               -9.94800               -6.07100               -7.43000
25-08-2018 18:53:40.000               -10.6870               -5.76400               -6.47200
25-08-2018 18:53:56.000               -10.3280               -6.04400               -6.76300
25-08-2018 18:54:12.000               -10.0270               -5.60000               -7.55000
25-08-2018 18:54:28.000               -10.5550               -5.35700               -7.06200
25-08-2018 18:54:44.000               -9.74000               -6.10400               -7.57200
25-08-2018 18:55:00.000               -9.83900               -5.40500               -8.04300
25-08-2018 18:55:16.000               -9.24800               -4.89600               -8.93300
25-08-2018 18:55:32.000               -9.84100               -5.74000               -7.78800
25-08-2018 18:55:48.000               -10.1360               -5.68900               -7.43000
25-08-2018 18:56:04.000               -9.85300               -5.24700               -7.97300
25-08-2018 18:56:20.000               -8.97900               -5.10200               -9.29100
25-08-2018 18:56:36.000               -9.06100               -5.71600               -8.78600
25-08-2018 18:56:52.000               -9.65400               -4.04100               -9.04400
25-08-2018 18:57:08.000               -9.57600               -4.01800               -9.18800
25-08-2018 18:57:24.000               -9.21000               -4.22900               -9.46800
25-08-2018 18:57:40.000               -9.48300               -3.27500               -9.57600
25-08-2018 18:57:56.000               -9.23700               -3.80600               -9.67800
25-08-2018 18:58:12.000               -8.92700               -4.83000               -9.56100
25-08-2018 18:58:28.000               -8.86000               -5.60700               -9.08200
25-08-2018 18:58:44.000               -8.75800               -6.40400               -8.53400
25-08-2018 18:59:00.000               -8.96100               -6.13800               -8.70700
25-08-2018 18:59:16.000               -8.64500               -7.08500               -8.41300
25-08-2018 18:59:32.000               -8.81400               -7.09100               -8.24200
25-08-2018 18:59:48.000               -8.76000               -7.22100               -8.17700
25-08-2018 19:00:04.000               -8.87100               -6.84000               -8.40400
25-08-2018 19:00:20.000               -9.05300               -6.97500               -8.08500
25-08-2018 19:00:36.000               -9.15000               -6.91800               -8.08100
25-08-2018 19:00:52.000               -9.31800               -6.72400               -8.06300
25-08-2018 19:01:08.000               -10.1900               -5.61100               -7.58600
25-08-2018 19:01:24.000               -10.7700               -5.59400               -6.93000
25-08-2018 19:01:40.000               -10.4750               -5.71200               -7.24900
25-08-2018 19:01:56.000               -10.0920               -6.03900               -7.64000
25-08-2018 19:02:12.000               -9.84900               -6.06700               -7.84200
25-08-2018 19:02:28.000               -9.97500               -5.86400               -7.74500
25-08-2018 19:02:44.000               -9.98000               -5.88200               -7.72400
25-08-2018 19:03:00.000               -10.2800               -5.76100               -7.60100
25-08-2018 19:03:16.000               -10.2110               -5.72400               -7.56700
25-08-2018 19:03:32.000               -9.97100               -5.97100               -7.72600
25-08-2018 19:03:48.000               -10.1000               -5.87900               -7.67400
25-08-2018 19:04:04.000               -9.87200               -5.71400               -8.03400
25-08-2018 19:04:20.000               -9.85300               -5.63400               -8.14500
25-08-2018 19:04:36.000               -9.93700               -5.49300               -8.14500
25-08-2018 19:04:52.000               -10.2550               -5.62600               -7.67800
25-08-2018 19:05:08.000               -10.1560               -5.57000               -7.80000
25-08-2018 19:05:24.000               -10.4700               -5.71000               -7.20500
25-08-2018 19:05:40.000               -10.0060               -5.78300               -7.77500
25-08-2018 19:05:56.000               -10.4920               -5.28600               -7.51500
25-08-2018 19:06:12.000               -10.1850               -5.71200               -7.72500
25-08-2018 19:06:28.000               -10.0600               -5.76400               -7.86100
25-08-2018 19:06:44.000               -10.0480               -5.87700               -7.77200
25-08-2018 19:07:00.000               -10.5070               -5.60000               -7.42000
25-08-2018 19:07:16.000               -10.3960               -5.58500               -7.49000
25-08-2018 19:07:32.000               -10.6920               -5.45400               -7.13400
25-08-2018 19:07:48.000               -9.99700               -5.17900               -8.33100
25-08-2018 19:08:04.000               -10.5870               -5.62600               -7.15200
25-08-2018 19:08:20.000               -10.7540               -5.52100               -7.15500
